CID,Type,Impact,First Detected,Owner,Classification,Severity,Action,Component,Category
431262,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431263,Cross-site Scripting,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431264,Secure attribute not set for cookie,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431265,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431266,Sensitive Data Leak,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431267,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431268,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431269,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431270,Sensitive Data Leak,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431271,Verbose error message,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431272,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431273,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431274,Path Manipulation,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431275,Insecure random,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431276,Schema allows an unlimited number of occurrences,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431277,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431278,Insecure random,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431279,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431280,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431281,Unsafe evaluation function,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431282,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431283,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431284,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431285,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431286,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431287,Schema allows an unlimited number of occurrences,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431288,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431289,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431290,Path Manipulation,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431291,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431292,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431293,Schema allows an unlimited number of occurrences,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431294,Sensitive Data Leak,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431295,Sensitive Data Leak,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431296,Path Manipulation,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431297,HttpOnly attribute not set for cookie,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431298,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431299,Cross-site Scripting,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431300,Cross-site Scripting,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431301,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431302,SQL Injection,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431303,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431304,SQL Injection,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431305,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431306,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431307,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431308,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431309,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431310,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431311,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431312,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431313,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431314,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431315,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431316,Insecure random,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431317,Unsafe evaluation function,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431318,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431319,Excessive cookie lifetime,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431320,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431321,Weak hash algorithm,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431322,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431323,SQL Injection,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431324,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431325,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431326,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431327,Script timeout too long,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431328,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431329,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431330,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431331,Weak hash algorithm,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431332,Weak hash algorithm,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431333,Weak hash algorithm,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431334,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431335,Weak hash algorithm,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431336,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431337,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431338,Weak hash algorithm,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431339,Insecure random,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431340,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431341,Cross-site Scripting,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431342,Weak hash algorithm,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431343,Secure attribute not set for cookie,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431344,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431345,Schema allows an unlimited number of occurrences,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431346,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431347,Path Manipulation,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431348,Weak hash algorithm,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
