CID,Type,Impact,First Detected,Owner,Classification,Severity,Action,Component,Category
431598,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431599,Unspecified software version,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431600,Container running as root,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431601,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431602,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431603,Unsafe output of data into innerHtml,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431604,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431605,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431606,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431607,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431608,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431609,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431610,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431611,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431612,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431613,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431614,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431615,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431616,Unsafe output of data into innerHtml,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431617,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431618,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431619,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431620,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431621,Unsafe output of data into innerHtml,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431622,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431623,Missing TLS,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431624,Logically dead code,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues
431625,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431626,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431627,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431628,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431629,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431630,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431631,Unsafe output of data into innerHtml,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431632,Identical code for different branches,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431633,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431634,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431635,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431636,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431637,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431638,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431639,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431640,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431641,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431642,Same on both sides,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431643,Weak hash algorithm,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431644,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431645,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431646,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431647,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431648,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431649,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431650,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431651,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431652,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431653,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431654,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431655,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431656,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431657,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431658,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431659,Unsafe output of data into innerHtml,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431660,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431661,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431662,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431663,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431664,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431665,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431666,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431667,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431668,Unsafe output of data into innerHtml,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431669,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431670,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431671,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431672,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431673,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431674,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431675,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431676,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431677,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431678,Unsafe output of data into innerHtml,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431679,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431680,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431681,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431682,Container daemon socket exposed,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431683,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431684,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431685,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431686,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431687,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431688,Same on both sides,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431689,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431690,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431691,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431692,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431693,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431694,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431695,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431696,Unspecified software version,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431697,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431698,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431699,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431700,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431701,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431702,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431703,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431704,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431705,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431706,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431707,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431708,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431709,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431710,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431711,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431712,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431713,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431714,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431715,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431716,Unsafe evaluation function,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431717,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431718,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431719,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431720,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431721,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431722,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431723,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431724,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431725,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431726,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431727,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431728,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431729,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431730,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431731,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431732,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431733,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431734,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431735,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431736,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431737,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431738,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431739,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431740,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431741,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431742,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431743,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431744,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431745,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431746,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431747,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431748,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431749,Logically dead code,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues
431750,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431751,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431752,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431753,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431754,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431755,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431756,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431757,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431758,Identical code for different branches,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431759,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431760,Sending X-Powered-By header,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431761,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431762,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431763,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431764,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431765,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431766,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431767,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431768,Logically dead code,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues
431769,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431770,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431771,Unsafe output of data into innerHtml,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431772,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431773,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431774,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431775,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431776,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431777,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431778,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431779,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431780,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431781,Hard-coded secret,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431782,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431783,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431784,Container privilege escalation allowed,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431785,Container running as root,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431786,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431787,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431788,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431789,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431790,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431791,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431792,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431793,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431794,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431795,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431796,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431797,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431798,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431799,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431800,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431801,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431802,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431803,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431804,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431805,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431806,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431807,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431808,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431809,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431810,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431811,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431812,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431813,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431814,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431815,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431816,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431817,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431818,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431819,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431820,Least privilege violation,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431821,Logically dead code,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues
431822,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431823,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431824,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431825,Sending X-Powered-By header,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431826,Bad use of null-like value,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431827,Logically dead code,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues
431828,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431829,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431830,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431831,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431832,Unsafe output of data into innerHtml,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431833,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431834,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431835,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431836,Container requests ability to craft raw network packets,High,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431837,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431838,Property access or function call before check for null or undefined,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences
431839,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431840,Container allows filesystem write,Low,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Sigma
431841,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431842,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431843,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431844,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431845,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
431846,Expression with no effect,Medium,11/16/24,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression
